,Text
2786,"This quarter's update on SoftBank's unicorns:

It's only a flesh wound: https://t.co/LnXT97WKiC"
2787,"@KJTESTIN I think @AHWAmySedaris better watch her six.

There's a new domestic goddess in the making."
2788,"@FLYINGTARPON I look forward to the day the company might report a positive gross margin.

Kanen first filed an 13D… https://t.co/MOYnZztMXM"
2789,"RT @Wildest_Ride: @justin_hart Look at all the percentages for the states surrounding New York compared to New York.

Makes you wonder how…"
2790,RT @StockJabber: 🐻The Bear Cave #14🐻 https://t.co/SWMQVNtk6I
2791,"14/ In the post-Covid world, you will see a tsunami of these jingle mail defaults as the euthanization of zombie re… https://t.co/WdlJ5ya2Qe"
2792,"13/ This rerating risk at the time of refi has been looming over mall values for the last several years, and is the… https://t.co/LRZasPdRw0"
2793,"12/ The updated appraisal, which shows the value having fallen by 2/3rds since 2014 to $367MM for the 4 malls.

Thi… https://t.co/D5eirpUthf"
2794,"11/ At which point, Starwood engaged in some jingle mail and defaulted. 

There was mention in the servicer's repor… https://t.co/lOZp5U4af2"
2795,"10/ Written off in full, with the final installment coming in Q419 when the loan went into default at maturity.

Th… https://t.co/SJua3llC76"
2796,"9/ An update on SRPT 2014-STAR, the CMBS deal that kicked off this thread and is backed by 4 malls that Starwood Ca… https://t.co/oHahufL51m"
2797,"A very happy Memorial Day to all in the 🇺🇸U.S. today, and a call for peace☮️, health ⚕️and happiness 😃around the globe 🌎🌍🌏"
2798,"One of the all time greats shares his advice, ""Don't be a statistic, have a vision"" @Schwarzenegger 

https://t.co/uw9Ce9T0dm"
2799,"@dan_h_trinh @BullEllis Of course, more likely a short hedging a position. Why do people think that a money losing… https://t.co/Zqu96PIraN"
2800,"$FSCT is worth $17-$21 with no deal Needham says, which basically means the stock is richly valued at the moment #bearish"
2801,"@roger55410174 Aren't you assuming that $FSCT gave a fair, accurate and honest view to all prospective buyers...."
2802,"@srg444 That is off the ""illustrative guidance"" put in the proxy, that was not issued on the conf call, and not cle… https://t.co/74bmpjxRwx"
2803,@GrimesHoldings Does this company ever generate cash is my only question
2804,"In claiming a Material Adv Event, Advent cites $FSCT's ""materially disproportionate effect relative to peers"" - our… https://t.co/xOE0yBwRHe"
2805,Catch Spruce Point Founder and CIO Ben Axler live tomorrow May 21st on Bloomberg TV 1pm EST
2806,Now we have some insights as to why $FSCT drew down on its revolver. How will it defend itself that it didn't think… https://t.co/qVkiTuSyuh
2807,"Wow hot off press legal filings, Advent believes $FSCT will become #insolvent #bankrupt. They are very close to the… https://t.co/lncom6xTZv"
2808,@RetroWallSt Follow us here: https://t.co/DnwL8zlpdG
2809,"@prosperousguy @trendwhizo The trend was down, gee whiz

https://t.co/qG6zkBqgTQ"
2810,@roger55410174 Disagree and i guess so do Advent's expensive lawyers. Time will tell
2811,"@roger55410174 Why? Doesn't seem to be much visibility in $FSCT's business, sales people fleeing, sales crashing, a… https://t.co/mIRPH0auRa"
2812,"yesterday ""the sheet hasn't really hit the fan quite yet"" https://t.co/NydOWTco2d"
2813,@InvestorsLive Thank you. Why aren't they all this easy!
2814,$FSCT incredibly bearish news. Went from amicable to hostile with Advent in a heart beat. Management credibility is… https://t.co/7saOEBoT5t
2815,@ChrisDeMuthJr How many millions will $FSCT spend for their services? Time to deduct those cash costs from the Enterprise Value?
2816,"Anyone catch the bottom of $FSCT press release yesterday, looks like they hired Joele Frank for Public Relations, k… https://t.co/bUMba7EqFj"
2817,@jjncapital Everything for sale in USA
2818,Jeopardy finally creates a category for Corporate Scandals. They could have filled the entire board and hired me as… https://t.co/PHlMT2bIjW
2819,"Good work @hedgeyeretail agreed and we think you should be short $WDFC - WD40 an overpriced, overvalued decaying lu… https://t.co/Ebe8HLZzJ1"
2820,"New Twitter followers, make sure to sign-up on our mailing list for new ideas and insights 

https://t.co/5BxZ0aqeea"
2821,@Street_Insider Spruce Point had the inside beat: https://t.co/DnwL8zlpdG
2822,@prosperousguy @trendwhizo Hardest thing to do in investing is admit when you're wrong. Hurling insults at people w… https://t.co/Qc6PUOpicX
2823,@ArbStocktipster Sorry we won this one
2824,"Looks like sub $20/share $FSCT price target is the emerging consensus so far, $C Citigroup, now Baird weighs in wit… https://t.co/ky7EbhAzAz"
2825,"For those new to following us, we believe we've played a successful roll in re-shaping the narrative for some of… https://t.co/PXAhZoLYF4"
2826,"Details of this $FTNT lawsuit case are good, hopefully @adventintl sees that $FSCT ""delayed progressing the discuss… https://t.co/5XErYBMfyJ"
2827,"$C Citigroup $FSCT worth $13-$19/share. FINALLY, I can agree with the hyper-promotional sell-side on something....… https://t.co/XtMznNOehh"
2828,"$C Citigroup with some wise commentary on $FSCT in our view. Warning: ""no other bids emerged""/ ""isn't likely to be… https://t.co/9Txd0Cbwan"
2829,@srg444 Better start some due diligence on the new $FTNT patent lawsuit filed on Friday. Will be millions in defens… https://t.co/tsTE40DJYF
2830,Here's strong evidence that $FSCT shares are unlikely worth more than $20/sh. From the original $MS fairness opinio… https://t.co/gBYwaUBnNE
2831,@trendwhizo @MarioGabelli @adventintl @Forescout @peterthiel @Accel @Pitango @MeritechCapital @Clear_Bridge… https://t.co/cdPCm3HIps
2832,"When it rains, it pours. Now $FTNT Fortinet is suing $FSCT over patent infringements. This adds a new layer of comp… https://t.co/vVdzm9PLE7"
2833,"A big ""if"" the deal proceeds at a lower price, there will have to be another shareholder vote (and likely a fairnes… https://t.co/80PFu1pxYM"
2834,@joepanettieri @Forescout @msspalert the $FSCT deal termination thesis was all laid out here: https://t.co/DnwL8zlpdG
2835,We still believe $FSCT is worth in the teens at best. Run rate sales $230m with at best a 3-4x sales multiple https://t.co/cvK2fmLfzv
2836,$FSCT postpones deal closing with Advent. Thank you @adventintl for listening
2837,@gordong14896269 @SEC_Enforcement Don't you think insider stock sale programs should be terminated after the compan… https://t.co/qMjww6Y1r0
2838,Love it when a sharp market pundit like @mcuban says the market is overvalued. That guys knows inflated bubble mark… https://t.co/yHPfGUj4B9
2839,"Got to admit, for those new to the $FSCT story, one has to seriously question the insider sales that were happening… https://t.co/7kOsJtTWCa"
2840,"$GBP British Pound back to the lows ~37% and 75% of $WDFC sale and cash, respectively, tied to the currency… https://t.co/2LGTyHjcTA"
2841,Hearing chatter that $WDFC WD-40 pretends like everything is great + evasive on answering questions we posed about… https://t.co/wJReSFySVU
2842,There are so many wannabe #SaaS #software companies out there. History will remember $FSCT as just another example… https://t.co/PGF6aqN4tm
2843,Can anyone opine is this channel stuffing and would evidence of this be cause for a Material Adverse Event or give… https://t.co/ecAXXLlaQF
2844,We are perplexed why $FSCT would draw down on its credit facility with ample cash to bridge itself to a closing wit… https://t.co/S3qgytW5KO
2845,$FSCT surprise restructuring forbidden according to the merger document. Seems a strange move to us for Advent to a… https://t.co/D4undZcCLz
2846,Anyone read the fine print other than $FSCT lawyers and Spruce Point? Why in the 11th hour is the Company EXPANDING… https://t.co/3crzO0LhY0
2847,We continue our primary due diligence on $FSCT including public FOIAs in process with gov't agencies. We want the p… https://t.co/APr3KEMm5T
2848,$FSCT Management's explanations for a poor Q1 blaming #COVID19 and the deal itself are insufficient in our view… https://t.co/m8YhZ8sWVO
2849,We are releasing another open letter to Advent @adventintl related to the $FSCT Forescout deal. After a thorough re… https://t.co/y2tYpUlQuG
2850,@businessinsider @sprucepointcap follow us
2851,"Time for $ORCC to hold that bring down due diligence call on $FSCT and ask itself how ""committed""
 it is to a compa… https://t.co/2g6nN9KemC"
2852,Isn't it funny that there quite of few #cybersecurity public companies that are doing just fine in this env't and r… https://t.co/LwVx1HsWXg
2853,"$FSCT commentary appears to be #smoke + #mirrors. Blaming #COVID19 even though ""illustrative guidance"" for Q1 was f… https://t.co/hex2eqom4m"
2854,"$FSCT Q1 2020 revenue implodes even more than ""illustrative"" guidance that was buried in the proxy of $62m. Comes i… https://t.co/jOvdhq87zW"
2855,"$FSCT Forescout insider dumps stock at a discount to the deal price, after our public criticism, and while in a qui… https://t.co/xtvX0CTFQE"
2856,"In our view, you can toss out $MS ""fairness opinion"" as it fails to capture post #COVID19 valuations. Advent paying… https://t.co/vkpevQ7llf"
2857,A wrinkle in the Advent / $FSCT deal is the May 18th date $FSCT claims it will close no later than. We think $FSCT… https://t.co/wbxrqyctUA
2858,"Our ""Spruce Point"" projections are even more somber than $FSCT management's ""Illustrative"" forecasts. #negative https://t.co/H6cYxknjM9"
2859,Here's where it gets interesting. If you really look carefully at the Q1 2020 guidance that $FSCT was prepared (but… https://t.co/YnnM372K0v
2860,Out-sized exposure to public gov't and financial services a concern raised by a $FSCT former employee we interviewe… https://t.co/tVrCwAZFz8
2861,Seems a little odd that Advent wouldn't confirm the closing date of May 18th that $FSCT shareholders were trying to… https://t.co/IkyHXDB2kU
2862,"Nice subtle word change made in the recent $FSCT 10-K filed AFTER the deal was announced. Again, was Advent made aw… https://t.co/9O50GeUePl"
2863,"When front line sales people are running for the exit door, it's probably a good indication that there ain't much t… https://t.co/o5OcmN5un9"
2864,"The recent Glassdoor reviews about $FSCT are insightful ""Sinking Ship"" ""Stay Away From This Mess"" ""A Lot of Show on… https://t.co/HP8ks82xPg"
2865,Never good when industry thought leaders like Forrester have you on the outskirts of the grid as barely a contender… https://t.co/0TQifaLKf0
2866,Field research suggests multiple new startups like Armis/Claroty/Dragos/Tanium that are gaining share with ready ma… https://t.co/ymZK4Mt5RU
2867,"We did an interview of former $FSCT employee, and got some good insight into what is challenging the Company… https://t.co/gPsyBvVjui"
2868,How could these forecasts vary so significantly when supposedly informed by the same bottoms up sales pipeline and… https://t.co/T1C6DZhlMp
2869,"If the ""Alternative Plan"" elicited revised offers lower for $FSCT, what would clear disclosure of much weaker ""Alte… https://t.co/R3uzdTKmeN"
2870,"The language in the $FSCT proxy statement doesn't make it clear if the""Preliminary Alternative Plan"" or the ""Illust… https://t.co/CNcGgq7V2q"
2871,"I cannot stress this slide enough. Did $FSCT mean ""marketing"" or ""remarketing"" of the debt""? They can't get the sto… https://t.co/ctCLJMcbs7"
2872,"#Information rules on #WallStreet. Who knew what and when is critical to this $FSCT deal timeline. ""Target Plan""
,… https://t.co/QrZ9UXGiwB"
2873,It's time to stop the enormously diverging #wealth gap in #America - @BernieSanders @ewarren - as evidence by Adven… https://t.co/POHTDA7IrS
2874,"RT @TDANetwork: Time to short $FSCT? 🧐

@sprucepointcap’s Ben Axler breaks down the red flags of Advent International’s purchase of Foresco…"
2875,"$FSCT management laughing to the bank with its $100m pay day - #gold #parachute - it's disgraceful in our opinion,… https://t.co/6X1lhFSWqj"
2876,"There is no shame in terminating a busted deal in this tough environment, especially a bad one. $112m termination f… https://t.co/fzrrJcdaMe"
2877,Advent is managing money for #public #pension funds -  hard-working public employees during a #depression. There is… https://t.co/xRutgZWJ6V
2878,"Last time $FSCT surprised investors with a pre-announce guidance revision in Q3 2019, the stock imploded 37%. From… https://t.co/I66YLhaEn7"
2879,By no means is $FSCT a done #deal. Has lots of #risk. Look carefully at the language they've used about closing con… https://t.co/nHYs2zywyz
2880,"$FSCT dubbed a ""Dinosaur IPO"": absent multiple expansion and them blowing $113m on a revenue-less company, it's not… https://t.co/16XvmivKEc"
2881,Spruce Pt is short $FSCT Forescout Technologies + believes Advent must renegotiate its offer price lower or conside… https://t.co/qZONEIcZXx
2882,"Catch us here live 10am EST

https://t.co/UAliAmO5Hy"
2883,Catch us this morning 10am EST on TD Network https://t.co/N6KpJy889q
2884,$ALGN disappointing results in Q1 MORE than just due to the Pandemic. Weakness in the business very evident… https://t.co/VgAAfm92N1
2885,@AF_63A3 @valuewalks Land of make believe always wins on Wall Street. Don't ask don't tell policies
2886,"@pappel2222 @valuewalks Like $MCD #McDonalds ""Billions and Billions served"""
2887,"RT @sprucepointcap: @valuewalks Yes, here are the winners and losers in the fake investing paradigm Winners: liars, cheats, charlatans, dum…"
